Pl Code Longitude  Latitude     Altitude rho_cos   rho_sin_phi  region         name
 3 V38  255.98493  +30.680077   2008.312 0.861051  +0.507431    US/Texas       McDonald Observatory-LCO ELP Aqawan A #1
 3 V39  255.98483  +30.679821   2006.265 0.861053  +0.507427    US/Texas       McDonald Observatory-LCO ELP B
 3 V40  255.91873  +30.588443   1831.571 0.861839  +0.506046    US/Texas       Divine Creation Observatory, Fort Davis
 3 V41  256.72578  +44.052007   1039.702 0.719992  +0.691890    US/South Dako  Rapid City
 3 V42  254.47472  +32.913047   2180.278 0.840614  +0.540448    US/New Mexico  Dimension Point, Mayhill
 3 V43  250.4842   +31.866835   1420.236 0.85026   +0.52502     US/Arizona     Chiricahua Skies Observatory, Sunizona
 3 V44  251.82983  +34.321865   2267.069 0.827057  +0.560864    US/New Mexico  Coyote Watcher, Pie Town
 3 V54  259.69219  +20.600867   2007.698 0.936737  +0.349756    Mexico         Observatoire LAURIER, El Marques
 3 V56  260.30403  +31.937385    618.497 0.849505  +0.525995    US/Texas       Stonehenge Observatory, Novice
 3 V57  260.61773  +31.547099    431.894 0.853050  +0.520209    US/Texas       Starfront Observatories, Rockwood
 3 V58  260.73497  +29.778158    460.527 0.868735  +0.493762    US/Texas       Medina Dome, Medina
 3 V59  261.0734   +30.046447    537.153 0.86642   +0.49781     US/Texas       Millwood Observatory, Comfort
 3 V60  261.09473  +30.534071    501.120 0.862140  +0.505126    US/Texas       Putman Mountain Observatory
 3 V61  261.05710  +30.975730    516.232 0.858216  +0.511725    US/Texas       Shed of Science South, Pontotoc
 3 V62  261.05661  +30.975779    519.514 0.858216  +0.511726    US/Texas       Live Oak Observatory, Pontotoc
 3 V63  261.05728  +30.975444    519.507 0.858219  +0.511721    US/Texas       Tara Observatory, Cherokee
 3 V70  263.33572  +29.619051    100.577 0.870056  +0.491332    US/Texas       Starry Night Observatory, Columbus
 3 V72  263.89011  +41.274124    312.106 0.752696  +0.656235    US/Nebraska    JDP Observatory, Omaha
 3 V74  264.15689  +29.703308     17.315 0.869320  +0.492598    US/Texas       Katy Observatory, Katy
 3 V75  264.56578  +29.044439    -21.654 0.874931  +0.482617    US/Texas       Live Oak Observatory, Lake Jackson
 3 V78  265.10780  +45.660977    352.840 0.700141  +0.711688    US/Minnesota   Spirit Marsh Observatory. Sauk Centre
 3 V81  265.7604   +36.095422    336.783 0.80902   +0.58590     US/Arkansas    Fayetteville
 3 V83  266.25728  +38.677354    269.491 0.781733  +0.621590    US/Missouri    Rolling Hills Observatory, Warrensburg
 3 V86  266.8927   +38.633315    254.931 0.78221   +0.62099     US/Missouri    Rattle Snake Observatory, Sedalia
 3 V88  267.42811  +34.946273    208.105 0.820618  +0.569618    US/Arkansas    River Ridge Observatory, Conway
 3 V92  268.34983  +35.234850     49.459 0.817712  +0.573711    US/Arkansas    White County Observatory, Searcy
 3 V93  268.61611  +40.653352    167.239 0.759765  +0.648058    US/Iowa        Pin Oak Observatory, Fort Madison
 3 V94  268.66169  +40.643752    185.038 0.759876  +0.647933    US/Iowa        Cherokeeridge Observatory, Fort Madison
 3 W04  271.00944  +40.491610    246.144 0.761606  +0.645927    US/Illinois    Mark Evans Observatory, Bloomington
 3 W05  271.26719  +33.347638     62.313 0.836205  +0.546596    US/Mississipp  Tree Gate Farm Observatory, Starkville
 3 W08  271.88331  +41.758980    196.856 0.747086  +0.662545    US/Illinois    Jimginny Observatory, Naperville
 3 W09  272.14753  +41.256136    171.344 0.752886  +0.655985    US/Illinois    Willowed Plains Observatory, Manteno
 3 W11  272.6247   +41.270841    195.755 0.75272   +0.65618     US/Indiana     Northwest Indiana Robotic Telescope, Lowell
 3 W13  273.47361  +38.977042    150.536 0.778448  +0.625642    US/Indiana     Star Quarry Observatory, Bedford
 3 W14  273.24511  +34.816697    263.009 0.821914  +0.567774    US/Alabama     Harvest
 3 W15  273.19083  +35.912496    212.370 0.810875  +0.583314    US/Tennessee   Wayne Observatory, Franklin
 3 W16  273.76869  +34.711891    437.764 0.822976  +0.566292    US/Alabama     Pleasant Groves Observatory
 3 W17  273.77122  +40.128199    253.519 0.765700  +0.641103    US/Indiana     Arrowhead, Sheridan
 3 W18  274.24962  +40.008446    228.471 0.767039  +0.639505    US/Indiana     Red Fox Observatory, Pendleton
 3 W19  274.37283  +42.300452    286.991 0.740783  +0.669559    US/Michigan    Kalamazoo
 3 W22  275.00447  +32.459694     83.591 0.844595  +0.533635    US/Georgia     WestRock Observatory, Columbus
 3 W23  275.38019  +39.492126    224.170 0.772786  +0.632594    US/Ohio        Hevonen Farm Observatory, Oxford
 3 W24  275.23817  +43.830760    217.448 0.722574  +0.689025    US/Michigan    Shamrock Banks Observatory, Clare
 3 W25  275.63506  +39.163116    235.706 0.776417  +0.628165    US/Ohio        RMS Observatory, Cincinnati
 3 W28  276.3883   +33.982895    284.786 0.83011   +0.55581     US/Georgia     Ex Nihilo Observatory, Winder
 3 W29  276.9939   +40.048565    230.288 0.76659   +0.64004     US/Ohio        Adena Brook Observatory, Columbus
 3 W30  276.77117  +33.082852    121.712 0.838735  +0.542749    US/Georgia     Georgia College Observatory, Milledgeville
 3 W31  277.23736  +33.555123    138.035 0.834226  +0.549613    US/Georgia     Deerlick Observatory, Crawfordville
 3 W32  277.23750  +33.555538    137.927 0.834222  +0.549619    US/Georgia     Crawfordville Observatory
 3 W33  277.83451  +35.077819    284.791 0.819315  +0.571499    US/South Caro  Transit Dreams Observatory, Campobello
 3 W34  277.8453   +35.225393    307.927 0.81784   +0.57360     US/North Caro  Squirrel Valley Observatory, Columbus
 3 W35  278.03910  +31.146836    -14.806 0.856610  +0.514230    US/Georgia     Buffalo Creek Observatory, Nahunta
 3 W38  278.58531  +36.252691    922.142 0.807479  +0.588163    US/North Caro  Dark Sky Observatory, Boone
 3 W42  279.46571  +27.764566    -19.346 0.885510  +0.463056    US/Florida     Mind's Eye Observatory, Vero Beach
 3 W44  286.22016  +41.014860     46.725 0.755635  +0.652808    US/New York    Duo Ursi de Saltu, Scarsdale
 3 W45  283.93827  +36.728937    -30.935 0.802431  +0.594736    US/Virginia    Benito Loyola Observatory, Virginia Beach
 3 W46  280.41192  +35.145627    108.744 0.818614  +0.572448    US/North Caro  Foxfire Village
 3 W47  289.23501  -30.470470   1602.574 0.862850  -0.504261    Chile          SNX-NET, Rio Hurtado
 3 W48  280.88700  +35.831005    112.194 0.811693  +0.582156    US/North Caro  BKH Observatory, Chapel Hill
 3 W49  281.06757  +38.952839    815.574 0.778794  +0.625380    US/West Virgi  CBA-MM Observatory, Mountain Meadows
 3 W50  281.25404  +35.690054    120.319 0.813127  +0.580167    US/North Caro  Apex
 3 W51  287.56544  +41.051862    -21.217 0.755204  +0.653287    US/New York    Custer Institute and Observatory
 3 W52  283.51419  +38.985324    -32.572 0.778335  +0.625736    US/Maryland    US Naval Academy Hopper Hall Observatory
 3 W53  282.31524  +39.639374    114.090 0.771140  +0.634559    US/Maryland    Hagerstown
 3 W54  282.28944  +38.333748     63.391 0.785431  +0.616890    US/Virginia    Mark Slade Remote Observatory, Wilderness
 3 W55  282.58389  +39.407774     92.019 0.773703  +0.631447    US/Maryland    Natelli Observatory, Frederick
 3 W56  282.52583  +39.459533    193.547 0.773143  +0.632153    US/Maryland    Pineapple Observatory, Frederick
 3 W57  289.26094  -29.255228   2378.105 0.873475  -0.486000    Chile          ESA TBT La Silla Observatory
 3 W58  283.14964  +39.046892     21.886 0.777667  +0.626574    US/Maryland    ALPHA Observatory, South Laurel
 3 W59  284.10758  +40.897966    349.531 0.757005  +0.651302    US/Pennsylvan  The Dark Side Observatory, Weatherly
 3 W60  286.36626   +5.610983   2137.204 0.995574  +0.097155    Colombia       AstroExplor Observatory, Tinjaca
 3 W61  283.74492  +44.586395     85.967 0.713380  +0.698447    Canada/Ontari  Leeside Observatory, Elgin
 3 W62  284.13761  +40.745188    223.420 0.758729  +0.649276    US/Pennsylvan  Comet Hunter Observatory2, New Ringgold
 3 W63  284.30958   +4.790538   1517.370 0.996767  +0.082976    Colombia       Observatorio Astronomico UTP, Pereira
 3 W64  285.27004  +39.887267    -17.269 0.768364  +0.637863    US/New Jersey  Red Lion Observatory, Southampton Twsp
 3 W65  284.79169  +45.850016    169.855 0.697761  +0.713966    Canada/Quebec  Observatoire GOZ, Montpellier
 3 W66  285.05381  +40.960335    218.288 0.756278  +0.652109    US/New Jersey  SVH Observatory, Blairstown
 3 W67  285.10211  +40.681845    262.219 0.759453  +0.648444    US/NJersey     Paul Robinson Observatory, Voorhees State Park
 3 W68  289.23502  -30.471012   1600.963 0.862845  -0.504269    Chile          ATLAS Chile, Rio Hurtado
 3 W69  285.98500  +40.639006     35.239 0.759912  +0.647855    US/New York    OLPH Observatory, Brooklyn
 3 W70  285.91386  +45.792560    132.432 0.698475  +0.713264    Canada/Quebec  Loose Goose Observatory, Saint-Jerome
 3 W71  285.99297  +44.261139    598.330 0.717404  +0.694456    US/New York    Rand II Observatory, Lake Placid
 3 W72  286.8211   +41.243074     35.930 0.75302   +0.65580     US/Connecticu  Trumbull Observatory, Trumbull
 3 W73  289.32156  -16.828157   3351.870 0.957949  -0.287797    Peru           Observatorio Astronomico de Moquegua, Carumas
 3 W74  289.26245  -29.257911   2369.241 0.873451  -0.486040    Chile          Danish Telescope, La Silla
 3 W75  289.60944  -24.616088   2479.234 0.910001  -0.414150    Chile          SPECULOOS-South Observatory, Paranal
 3 W76  289.23695  -30.472508   1557.971 0.862826  -0.504288    Chile          CHILESCOPE Observatory, Rio Hurtado
 3 W77  287.4010   +41.335888     90.561 0.75196   +0.65702     US/Connecticu  Skyledge Observatory, Killingworth
 3 W78  288.88325  +42.376505     11.661 0.739859  +0.670509    US/Massachuse  Clay Telescope, Harvard University
 3 W79  289.19535  -30.167671   2189.340 0.865587  -0.499763    Chile          Cerro Tololo-LCO Aqawan B #1
 3 W80  288.7678   +42.247271     62.585 0.74138   +0.66885     US/Massachuse  Westwood
 3 W81  288.99967  +43.665919    193.583 0.724557  +0.686948    US/New Hampsh  Nebula Knoll Observatoy, East Wakefield
 3 W82  288.87804  +42.669325     71.635 0.736419  +0.674274    US/Massachuse  Mendel Observatory, Merrimack College
 3 W83  288.69747  +42.294822     45.609 0.740821  +0.669461    US/Massachuse  Whitin Observatory, Wellesley
 3 W84  289.19358  -30.169597   2202.786 0.865572  -0.499793    Chile          Cerro Tololo-DECam
 3 W85  289.19519  -30.167407   2201.781 0.865591  -0.499760    Chile          Cerro Tololo-LCO A
 3 W86  289.19533  -30.167328   2204.090 0.865592  -0.499759    Chile          Cerro Tololo-LCO B
 3 W87  289.19532  -30.167456   2204.986 0.865591  -0.499761    Chile          Cerro Tololo-LCO C
 3 W88  289.46570  -33.269128   1445.320 0.837136  -0.545574    Chile          Slooh.com Chile Observatory, La Dehesa
 3 W89  289.19533  -30.167663   2203.573 0.865589  -0.499764    Chile          Cerro Tololo-LCO Aqawan A #1
 3 W90  289.05814  +42.979452      8.475 0.732740  +0.678229    US/New Hampsh  Phillips Exeter Academy Grainger Observatory
 3 W91  289.60257  -24.615840   2508.712 0.910007  -0.414148    Chile          VHS-VISTA, Cerro Paranal
 3 W92  290.67357  -31.802281   2432.723 0.850987  -0.524150    Argentina      MASTER-OAFA Observatory, San Juan
 3 W93  289.19600  -30.167216   2174.727 0.865589  -0.499755    Chile          Korea Microlensing Telescope Network-CTIO
 3 W94  291.82019  -22.953076   2440.558 0.921646  -0.387713    Chile          MAP, San Pedro de Atacama
 3 W95  291.82012  -22.953180   2396.958 0.921639  -0.387712    Chile          Observatorio Panameno, San Pedro de Atacama
 3 W96  291.82006  -22.953490   2397.649 0.921637  -0.387717    Chile          CAO, San Pedro de Atacama (since 2013)
 3 W97  291.82024  -22.953415   2401.035 0.921638  -0.387716    Chile          Atacama Desert Observatory, San Pedro de Atacama
 3 W98  291.82030  -22.953180   2396.958 0.921639  -0.387712    Chile          Polonia Observatory, San Pedro de Atacama
 3 W99  291.82015  -22.953415   2401.035 0.921638  -0.387716    Chile          SON, San Pedro de Atacama Station
 3 X00  292.60125  -24.589539   3573.249 0.910349  -0.413802    Argentina      Observatorio Astronomico Tolar
 3 X01  289.23502  -30.471033   1609.694 0.862846  -0.504270    Chile          Observatory Hurtado, El Sauce
 3 X02  289.23517  -30.470668   1489.715 0.862833  -0.504255    Chile          Telescope Live, El Sauce
 3 X03  289.20361  -30.533917   1572.149 0.862286  -0.505209    Chile          Observatoire SADR, Poroto
 3 X04  291.56747  +48.469954     39.171 0.664264  +0.745000    Canada/Quebec  MCD Observatory, Saint-Anaclet
 3 X05  289.25058  -30.244603   2683.655 0.864981  -0.500958    Chile          Simonyi Survey Telescope, Rubin Observatory
 3 X06  289.14649  -30.526441   1734.846 0.862374  -0.505110    Chile          Skygems Chile, Rio Hurtado
 3 X07  289.14639  -30.526391   1731.607 0.862374  -0.505109    Chile          iTelescope Deep Sky Chile, Rio Hurtado
 3 X08  289.23500  -30.470114   1594.163 0.862852  -0.504255    Chile          ShAO Chile station, El Sauce
 3 X09  289.14670  -30.526313   1733.861 0.862375  -0.505108    Chile          Deep Random Survey, Rio Hurtado
 3 X10  291.82040  -22.953333   2438.761 0.921644  -0.387717    Chile          OVTLN, San Pedro de Atacama
 3 X11  289.59604  -24.626344   2663.279 0.909953  -0.414324    Chile          VLT Survey Telescope, Paranal
 3 X12  295.71200  -36.635593    198.160 0.803430  -0.593455    Argentina      Observatorio Los Cabezones
 3 X13  295.4498   -31.598171   1217.340 0.85269   -0.52103     Argentina      Observatorio Remoto Bosque Alegre
 3 X14  295.83222  -31.389999    426.088 0.854475  -0.517879    Argentina      Observatorio Orbis Tertius, Cordoba
 3 X15  291.82053  -22.952948   2441.456 0.921647  -0.387711    Chile          ABYO, San Pedro de Atacama
 3 X16  293.8497   -17.364775   2681.834 0.95511   -0.29667     Bolivia        Astronomia Sigma Octante, Cochabamba
 3 X17  289.26208  -29.257419   2375.243 0.873456  -0.486033    Chile          BlackGEM
 3 X18  291.82053  -22.952949   2434.588 0.921646  -0.387710    Chile          6R-POL2, San Pedro de Atacama
 3 X19  290.67383  -31.802446   2451.588 0.850988  -0.524154    Argentina      Santel Observatory, El Leoncito
 3 X20  291.82051  -22.953076   2440.558 0.921646  -0.387713    Chile          BOOTES-7, San Pedro Atacama
 3 X31  299.47934  -31.823022     91.816 0.850485  -0.524263    Argentina      Galileo Galilei Observatory, Oro Verde
 3 X33  299.99039   -2.997379     37.888 0.998647  -0.051941    Brazil         OARU, Manaus
 3 X38  301.13711  -34.435686     18.196 0.825648  -0.562299    Argentina      Observatorio Pueyrredon, La Lonja
 3 X39  301.1378   -34.385269     68.171 0.82615   -0.56158     Argentina      Observatorio Antares, Pilar
 3 X40  301.61689  -34.747330     27.865 0.822572  -0.566762    Argentina      Cielos de Banfield, Banfield
 3 X50  303.82419  -34.903699     76.209 0.821025  -0.568999    Uruguay        Observatorio Astronomico de Montevideo
 3 X57  305.40626  -25.434816    186.613 0.903659  -0.426885    Brazil         Polo Astronomico CMF,Foz do Iguacu
 3 X60  306.42556  -26.549445    600.534 0.895232  -0.444317    Brazil         Guaraciaba Observatory
 3 X70  308.43322  -21.384967    389.102 0.931623  -0.362375    Brazil         Observatorio OATU, Tupi Paulista
 3 X72  308.87889  -29.766926     42.220 0.868775  -0.493560    Brazil         Waccobs, Sao Leopoldo
 3 X74  309.49422  -21.394146    417.328 0.931569  -0.362525    Brazil         Observatorio Campo dos Amarais
 3 X77  309.92475  -25.908604    825.865 0.900184  -0.434346    Brazil         Centro Astron. Nevoeiro, Antonio Olinto
 3 X86  312.21833  -23.393035    552.060 0.918367  -0.394621    Brazil         Ottoservatorio, Tatui
 3 X87  312.0889   -15.891703   1044.874 0.96218   -0.27210     Brazil         Dogsheaven Observatory, Brasilia
 3 X88  312.49131  -23.445389    596.163 0.918012  -0.395458    Brazil         Observatorio Adhara, Sorocaba
 3 X89  312.21786  -15.844483   1024.765 0.962401  -0.271311    Brazil         Rocca Observatory, Brasilia
 3 X90  312.13208  -15.656914   1273.159 0.963322  -0.268189    Brazil         Carina Observatory, Brasilia
 3 X91  312.78881  -23.569491    878.799 0.917193  -0.397452    Brazil         Orion-Colesanti observatory, Mairinque
 3 X93  313.6047   -22.628914   1078.766 0.92363   -0.38244     Brazil         Munhoz Observatory
 3 Y00  315.21504  -20.715082   1111.997 0.935906  -0.351562    Brazil         SONEAR Observatory, Oliveira
 3 Y01  316.01580  -19.881969    885.335 0.940890  -0.337985    Brazil         SONEAR 2 Observatory, Belo Horizonte
 3 Y05  316.31000  -19.824252   1493.800 0.941320  -0.337075    Brazil         SONEAR Wykrota-CEAMIG, Serra da Piedade
 3 Y16  318.68794  -21.745265      5.455 0.929268  -0.368170    Brazil         ROCG, Campos dos Goytacazes
